,city,X,Y,items,weights,profit
669,669,6426,9714,"[668, 5128, 9588, 14048, 18508]",[1007 1007 1009 1003 1004],[304 864 414 154 724]
670,670,6427,6236,"[669, 5129, 9589, 14049, 18509]",[1005 1002 1009 1008 1009],[  6 760  14 273  92]
671,671,6427,9229,"[670, 5130, 9590, 14050, 18510]",[1002 1008 1000 1004 1007],[587 775 880 579 752]
672,672,6429,7803,"[671, 5131, 9591, 14051, 18511]",[1001 1001 1000 1001 1007],[326 378 117 350 214]
673,673,6431,6135,"[672, 5132, 9592, 14052, 18512]",[1002 1003 1009 1009 1005],[561 137 972 945 134]
674,674,6431,9370,"[673, 5133, 9593, 14053, 18513]",[1007 1007 1002 1004 1000],[226  85 639 894 339]
675,675,6431,9613,"[674, 5134, 9594, 14054, 18514]",[1008 1009 1001 1003 1008],[124 726 816 508 361]
676,676,6432,5882,"[675, 5135, 9595, 14055, 18515]",[1005 1003 1005 1007 1005],[337 934 784 366 654]
677,677,6432,6802,"[676, 5136, 9596, 14056, 18516]",[1003 1003 1004 1003 1005],[927 322 978 576 690]
678,678,6433,6095,"[677, 5137, 9597, 14057, 18517]",[1008 1004 1007 1003 1000],[723 841 779 819 346]
679,679,6433,7025,"[678, 5138, 9598, 14058, 18518]",[1004 1009 1002 1000 1001],[693 369 976 765 972]
680,680,6434,9320,"[679, 5139, 9599, 14059, 18519]",[1000 1007 1000 1003 1002],[819 649 734 454 253]
681,681,6437,7146,"[680, 5140, 9600, 14060, 18520]",[1009 1005 1000 1004 1009],[664 377 824 215 303]
682,682,6438,6914,"[681, 5141, 9601, 14061, 18521]",[1004 1002 1000 1003 1001],[120 337 300 322 601]
683,683,6438,7369,"[682, 5142, 9602, 14062, 18522]",[1004 1006 1005 1007 1009],[330 712 569 860 820]
684,684,6438,8066,"[683, 5143, 9603, 14063, 18523]",[1005 1007 1005 1000 1006],[679 294 719 179 687]
685,685,6438,9674,"[684, 5144, 9604, 14064, 18524]",[1009 1008 1001 1004 1005],[867 483 517 167 499]
686,686,6439,5954,"[685, 5145, 9605, 14065, 18525]",[1007 1007 1004 1005 1007],[793 771 575 509 696]
687,687,6439,6419,"[686, 5146, 9606, 14066, 18526]",[1000 1000 1003 1004 1009],[415 583 675 729 591]
688,688,6439,8279,"[687, 5147, 9607, 14067, 18527]",[1003 1007 1002 1003 1004],[605 720 788 110 801]
689,689,6439,8966,"[688, 5148, 9608, 14068, 18528]",[1004 1001 1009 1008 1009],[643 304 789  38 299]
690,690,6440,8006,"[689, 5149, 9609, 14069, 18529]",[1001 1001 1003 1009 1005],[354 817  36 105 138]
691,691,6441,6368,"[690, 5150, 9610, 14070, 18530]",[1008 1002 1004 1007 1003],[220 420 419 107  20]
692,692,6441,6611,"[691, 5151, 9611, 14071, 18531]",[1006 1006 1006 1004 1004],[746 190 921  88 987]
693,693,6441,9846,"[692, 5152, 9612, 14072, 18532]",[1007 1003 1001 1007 1006],[925  75 569 522 682]
694,694,6442,7743,"[693, 5153, 9613, 14073, 18533]",[1003 1009 1002 1000 1001],[510 988 994 373 603]
695,695,6442,7966,"[694, 5154, 9614, 14074, 18534]",[1003 1004 1002 1004 1000],[291 934 588 207 339]
696,696,6442,8208,"[695, 5155, 9615, 14075, 18535]",[1009 1002 1005 1005 1009],[938 287 692 781 143]
697,697,6442,9128,"[696, 5156, 9616, 14076, 18536]",[1004 1001 1009 1005 1005],[870 577 413 835 166]
698,698,6443,5863,"[697, 5157, 9617, 14077, 18537]",[1001 1001 1007 1001 1000],[285 210 837 826 396]
699,699,6443,8168,"[698, 5158, 9618, 14078, 18538]",[1007 1008 1000 1007 1005],[ 54 222  31 506 385]
700,700,6443,9108,"[699, 5159, 9619, 14079, 18539]",[1005 1006 1006 1003 1009],[ 56 605   5 843 265]
701,701,6446,8582,"[700, 5160, 9620, 14080, 18540]",[1007 1008 1000 1008 1007],[135 734 923 891 288]
702,702,6447,6004,"[701, 5161, 9621, 14081, 18541]",[1000 1004 1007 1003 1002],[296 802 674 954 579]
703,703,6448,7127,"[702, 5162, 9622, 14082, 18542]",[1006 1008 1009 1003 1001],[579 175 925 243 939]
704,704,6448,8532,"[703, 5163, 9623, 14083, 18543]",[1004 1008 1000 1004 1003],[874 340 542 609 206]
705,705,6448,8997,"[704, 5164, 9624, 14084, 18544]",[1003 1008 1006 1005 1001],[315 661 834 895 970]
706,706,6450,7561,"[705, 5165, 9625, 14085, 18545]",[1001 1008 1009 1004 1004],[770 916 807 146 309]
707,707,6450,8239,"[706, 5166, 9626, 14086, 18546]",[1004 1005 1002 1009 1006],[281 558 953 716  79]
708,708,6450,9401,"[707, 5167, 9627, 14087, 18547]",[1000 1005 1001 1006 1007],[111 345 163 426 303]
709,709,6452,6813,"[708, 5168, 9628, 14088, 18548]",[1009 1004 1002 1004 1000],[277 759 387 212 304]
710,710,6453,7026,"[709, 5169, 9629, 14089, 18549]",[1001 1004 1003 1002 1005],[454 907  85 922 230]
711,711,6453,7491,"[710, 5170, 9630, 14090, 18550]",[1009 1006 1002 1002 1001],[866 980  72 592 768]
712,712,6454,6308,"[711, 5171, 9631, 14091, 18551]",[1009 1003 1005 1005 1005],[106 636 408  26 365]
713,713,6454,8623,"[712, 5172, 9632, 14092, 18552]",[1005 1000 1009 1009 1000],[ 29 528 895 284 554]
714,714,6455,6520,"[713, 5173, 9633, 14093, 18553]",[1004 1008 1001 1005 1001],[621 164  87 241 517]
715,715,6456,6035,"[714, 5174, 9634, 14094, 18554]",[1002 1003 1008 1006 1003],[177 817 226 388 689]
716,716,6456,6268,"[715, 5175, 9635, 14095, 18555]",[1004 1001 1002 1009 1000],[ 94  72 535 685  12]
717,717,6456,8340,"[716, 5176, 9636, 14096, 18556]",[1009 1002 1001 1002 1000],[273 254  76 617 310]
718,718,6457,6692,"[717, 5177, 9637, 14097, 18557]",[1007 1002 1003 1006 1008],[391 806 634 267 307]
719,719,6457,7855,"[718, 5178, 9638, 14098, 18558]",[1006 1007 1000 1009 1001],[611  41 632 967   6]
720,720,6457,8553,"[719, 5179, 9639, 14099, 18559]",[1008 1002 1005 1000 1003],[889 472 313 212 826]
721,721,6458,6450,"[720, 5180, 9640, 14100, 18560]",[1002 1009 1009 1000 1000],[ 13 619 287 574 191]
722,722,6458,7612,"[721, 5181, 9641, 14101, 18561]",[1003 1001 1002 1002 1007],[494 922 685 277 218]
723,723,6459,6885,"[722, 5182, 9642, 14102, 18562]",[1005 1006 1005 1004 1004],[536 240 293 891 720]
724,724,6459,8280,"[723, 5183, 9643, 14103, 18563]",[1002 1008 1004 1005 1002],[995 378 650  33  78]
725,725,6460,5924,"[724, 5184, 9644, 14104, 18564]",[1002 1000 1006 1008 1002],[853 440 993 555 458]
726,726,6460,7329,"[725, 5185, 9645, 14105, 18565]",[1000 1001 1000 1000 1007],[544 387 976  77 991]
727,727,6461,7067,"[726, 5186, 9646, 14106, 18566]",[1004 1009 1002 1007 1005],[160 455 999 724 191]
728,728,6464,9321,"[727, 5187, 9647, 14107, 18567]",[1004 1002 1003 1007 1002],[622 941  55 607 219]
729,729,6465,5823,"[728, 5188, 9648, 14108, 18568]",[1005 1003 1003 1003 1009],[752 530 324  15  38]
730,730,6465,6986,"[729, 5189, 9649, 14109, 18569]",[1005 1002 1001 1002 1004],[692 676 182 676 209]
731,731,6466,6733,"[730, 5190, 9650, 14110, 18570]",[1008 1001 1003 1000 1002],[935 350 406 941  63]
732,732,6466,7188,"[731, 5191, 9651, 14111, 18571]",[1000 1008 1008 1002 1000],[685  76 576 893  20]
733,733,6466,9513,"[732, 5192, 9652, 14112, 18572]",[1002 1000 1003 1004 1003],[420 311  53 861  57]
734,734,6467,6470,"[733, 5193, 9653, 14113, 18573]",[1002 1002 1007 1007 1006],[753 646 620 653 986]
735,735,6469,8502,"[734, 5194, 9654, 14114, 18574]",[1000 1009 1008 1004 1009],[739  73 689 880 134]
736,736,6470,6622,"[735, 5195, 9655, 14115, 18575]",[1001 1005 1000 1008 1002],[110 722 616 186 367]
737,737,6471,6137,"[736, 5196, 9656, 14116, 18576]",[1003 1000 1009 1001 1000],[110 439 265 193 335]
738,738,6471,6835,"[737, 5197, 9657, 14117, 18577]",[1001 1005 1009 1005 1003],[324 137 346 533 971]
739,739,6472,7744,"[738, 5198, 9658, 14118, 18578]",[1003 1000 1001 1005 1007],[922 694  53 180 993]
740,740,6472,9605,"[739, 5199, 9659, 14119, 18579]",[1003 1007 1000 1001 1000],[114 197 890 687 476]
741,741,6473,6562,"[740, 5200, 9660, 14120, 18580]",[1009 1003 1009 1003 1005],[353 740 777 994  68]
742,742,6475,9534,"[741, 5201, 9661, 14121, 18581]",[1003 1009 1004 1003 1000],[120 567 422 498 505]
743,743,6477,6936,"[742, 5202, 9662, 14122, 18582]",[1006 1005 1000 1009 1005],[855 531 479 590 532]
744,744,6477,7168,"[743, 5203, 9663, 14123, 18583]",[1008 1005 1001 1001 1005],[402  92 595 314 981]
745,745,6477,7401,"[744, 5204, 9664, 14124, 18584]",[1007 1008 1005 1001 1002],[339  76 768 616 390]
746,746,6477,8088,"[745, 5205, 9665, 14125, 18585]",[1009 1009 1008 1007 1004],[285 334 926 782 644]
747,747,6479,6188,"[746, 5206, 9666, 14126, 18586]",[1002 1008 1007 1003 1009],[724 977 278 515 465]
748,748,6479,7118,"[747, 5207, 9667, 14127, 18587]",[1002 1000 1002 1003 1009],[665 811 981 239 405]
749,749,6479,7826,"[748, 5208, 9668, 14128, 18588]",[1009 1000 1002 1009 1003],[101 444 793 660 334]
750,750,6480,7330,"[749, 5209, 9669, 14129, 18589]",[1008 1003 1002 1002 1004],[579 492 508 707 164]
751,751,6481,6855,"[750, 5210, 9670, 14130, 18590]",[1005 1009 1008 1006 1005],[895 245 780 449 109]
752,752,6481,8240,"[751, 5211, 9671, 14131, 18591]",[1007 1003 1009 1009 1008],[302 524 127 286  19]
753,753,6482,8432,"[752, 5212, 9672, 14132, 18592]",[1000 1005 1000 1002 1001],[ 81 924 979 596 757]
754,754,6482,8897,"[753, 5213, 9673, 14133, 18593]",[1002 1005 1002 1008 1009],[277 827 985 999 404]
755,755,6483,8190,"[754, 5214, 9674, 14134, 18594]",[1007 1005 1005 1008 1006],[478 747 788 771 952]
756,756,6484,5844,"[755, 5215, 9675, 14135, 18595]",[1003 1009 1009 1000 1007],[272 558 871 498 566]
757,757,6484,6309,"[756, 5216, 9676, 14136, 18596]",[1002 1001 1003 1009 1007],[860 951  55 830 369]
758,758,6484,7229,"[757, 5217, 9677, 14137, 18597]",[1004 1004 1007 1006 1007],[753 652 292  55 913]
759,759,6484,7694,"[758, 5218, 9678, 14138, 18598]",[1008 1004 1009 1007 1001],[956   3 451 740  91]
760,760,6485,6512,"[759, 5219, 9679, 14139, 18599]",[1001 1002 1004 1003 1002],[298 127 666 310 455]
761,761,6485,9302,"[760, 5220, 9680, 14140, 18600]",[1009 1002 1005 1009 1008],[211 961 686 145 759]
762,762,6486,8119,"[761, 5221, 9681, 14141, 18601]",[1001 1008 1009 1005 1007],[244 869 834 764 730]
763,763,6488,6906,"[762, 5222, 9682, 14142, 18602]",[1006 1004 1001 1007 1008],[564 102 320 384 489]
764,764,6488,7614,"[763, 5223, 9683, 14143, 18603]",[1000 1001 1008 1008 1004],[918  75   8 335  76]
765,765,6488,8999,"[764, 5224, 9684, 14144, 18604]",[1000 1002 1001 1004 1001],[791 881   5 473 536]
766,766,6488,9241,"[765, 5225, 9685, 14145, 18605]",[1005 1002 1005 1006 1003],[ 73 477 318 947 135]
767,767,6488,9454,"[766, 5226, 9686, 14146, 18606]",[1002 1003 1000 1006 1008],[866 304 181 184 544]
768,768,6491,6380,"[767, 5227, 9687, 14147, 18607]",[1002 1008 1008 1002 1004],[780 196  35 454 905]
769,769,6492,7513,"[768, 5228, 9688, 14148, 18608]",[1004 1000 1007 1002 1009],[779 934 482 282 366]
770,770,6493,6108,"[769, 5229, 9689, 14149, 18609]",[1004 1006 1006 1002 1004],[912 604  87 278 827]
771,771,6493,9575,"[770, 5230, 9690, 14150, 18610]",[1004 1001 1003 1001 1009],[567 173 789 564 167]
772,772,6494,9788,"[771, 5231, 9691, 14151, 18611]",[1005 1008 1006 1004 1006],[394 865 598  29  46]
773,773,6496,6037,"[772, 5232, 9692, 14152, 18612]",[1009 1001 1009 1006 1009],[834 380 165 594  93]
774,774,6496,6047,"[773, 5233, 9693, 14153, 18613]",[1005 1002 1002 1008 1007],[328 606 966 718 283]
775,775,6496,8585,"[774, 5234, 9694, 14154, 18614]",[1007 1005 1000 1000 1001],[419 957 326 768 823]
776,776,6497,6472,"[775, 5235, 9695, 14155, 18615]",[1001 1007 1001 1005 1004],[258 529 695 671 966]
777,777,6498,6684,"[776, 5236, 9696, 14156, 18616]",[1007 1002 1004 1000 1004],[ 59 126  98 936  92]
778,778,6498,8544,"[777, 5237, 9697, 14157, 18617]",[1008 1002 1009 1003 1000],[375 230 855 258 182]
779,779,6499,5976,"[778, 5238, 9698, 14158, 18618]",[1006 1003 1005 1002 1009],[971 569 158 273 844]
780,780,6499,8514,"[779, 5239, 9699, 14159, 18619]",[1006 1004 1001 1000 1006],[673 359 262  10 700]
781,781,6500,7341,"[780, 5240, 9700, 14160, 18620]",[1006 1003 1009 1009 1005],[487 963  28 905 443]
782,782,6500,7806,"[781, 5241, 9701, 14161, 18621]",[1006 1005 1001 1001 1009],[694  13 565 391 541]
783,783,6500,8029,"[782, 5242, 9702, 14162, 18622]",[1009 1009 1007 1006 1005],[210 869 576 631 395]
784,784,6501,9394,"[783, 5243, 9703, 14163, 18623]",[1006 1006 1003 1000 1004],[187 829 134 245 133]
785,785,6503,5886,"[784, 5244, 9704, 14164, 18624]",[1006 1001 1008 1003 1008],[911 242  73 471 645]
786,786,6503,9343,"[785, 5245, 9705, 14165, 18625]",[1003 1005 1006 1004 1009],[ 39 234 983 599 570]
787,787,6504,6775,"[786, 5246, 9706, 14166, 18626]",[1002 1007 1001 1001 1002],[321   6 414 659 747]
788,788,6506,9050,"[787, 5247, 9707, 14167, 18627]",[1006 1005 1006 1007 1001],[234  82 985 612 722]
789,789,6506,9283,"[788, 5248, 9708, 14168, 18628]",[1003 1006 1006 1008 1007],[1000  839  442  730   37]
790,790,6507,7645,"[789, 5249, 9709, 14169, 18629]",[1003 1000 1004 1007 1007],[272 136  88 819 458]
791,791,6507,9717,"[790, 5250, 9710, 14170, 18630]",[1007 1005 1005 1002 1000],[737 756 613 279 342]
792,792,6510,6169,"[791, 5251, 9711, 14171, 18631]",[1002 1000 1006 1005 1009],[222 574 126 585 501]
793,793,6510,6422,"[792, 5252, 9712, 14172, 18632]",[1008 1002 1009 1009 1002],[992 510 329 145 210]
794,794,6510,9192,"[793, 5253, 9713, 14173, 18633]",[1001 1004 1007 1001 1002],[776 797 680 516 541]
795,795,6511,5936,"[794, 5254, 9714, 14174, 18634]",[1003 1007 1005 1009 1005],[188 166  54 106 190]
796,796,6511,6846,"[795, 5255, 9715, 14175, 18635]",[1008 1009 1001 1003 1001],[980 915 420 498 848]
797,797,6511,8464,"[796, 5256, 9716, 14176, 18636]",[1001 1004 1004 1004 1009],[672 157 186 863 772]
798,798,6512,6129,"[797, 5257, 9717, 14177, 18637]",[1000 1001 1008 1002 1009],[895 831 285 899 986]
799,799,6512,7069,"[798, 5258, 9718, 14178, 18638]",[1006 1006 1000 1002 1002],[618 826 473 819 130]
800,800,6513,7028,"[799, 5259, 9719, 14179, 18639]",[1007 1007 1004 1005 1003],[201  67 534 784 651]
801,801,6513,8424,"[800, 5260, 9720, 14180, 18640]",[1006 1004 1004 1004 1004],[553 612 420 608 942]
802,802,6514,6088,"[801, 5261, 9721, 14181, 18641]",[1008 1001 1007 1006 1009],[959 775 183 710 765]
803,803,6514,6553,"[802, 5262, 9722, 14182, 18642]",[1005 1003 1004 1008 1000],[112 980  49 931 912]
804,804,6514,7008,"[803, 5263, 9723, 14183, 18643]",[1006 1002 1003 1004 1001],[206 230 534  51  77]
805,805,6514,7948,"[804, 5264, 9724, 14184, 18644]",[1003 1003 1002 1008 1005],[673 821 407 755 820]
806,806,6514,9101,"[805, 5265, 9725, 14185, 18645]",[1006 1002 1002 1009 1008],[  7 663 677 860  59]
807,807,6515,6523,"[806, 5266, 9726, 14186, 18646]",[1006 1002 1000 1001 1001],[480 411 348 142 162]
808,808,6515,7453,"[807, 5267, 9727, 14187, 18647]",[1006 1004 1005 1003 1007],[987 594 179 152 335]
809,809,6516,7898,"[808, 5268, 9728, 14188, 18648]",[1005 1009 1004 1005 1003],[821 173 838 359 828]
810,810,6516,8585,"[809, 5269, 9729, 14189, 18649]",[1003 1001 1007 1003 1009],[548 693 274 645 986]
811,811,6517,5795,"[810, 5270, 9730, 14190, 18650]",[1007 1008 1007 1007 1000],[997 489 170 967 435]
812,812,6517,8565,"[811, 5271, 9731, 14191, 18651]",[1004 1009 1005 1003 1008],[501 611 477 925 806]
813,813,6518,6928,"[812, 5272, 9732, 14192, 18652]",[1006 1002 1006 1000 1002],[398 379 820 815 663]
814,814,6518,8313,"[813, 5273, 9733, 14193, 18653]",[1004 1000 1004 1001 1005],[783 808 220 732  59]
815,815,6519,6442,"[814, 5274, 9734, 14194, 18654]",[1001 1005 1006 1002 1007],[141 537 987 720 873]
816,816,6519,9667,"[815, 5275, 9735, 14195, 18655]",[1009 1004 1007 1003 1007],[705 731 325 745 584]
817,817,6520,5957,"[816, 5276, 9736, 14196, 18656]",[1005 1002 1002 1002 1000],[886  54  88 760 678]
818,818,6521,8929,"[817, 5277, 9737, 14197, 18657]",[1009 1008 1008 1009 1003],[860 399 673 335 466]
819,819,6522,7757,"[818, 5278, 9738, 14198, 18658]",[1003 1006 1004 1008 1000],[695 521 675 434 770]
820,820,6523,6109,"[819, 5279, 9739, 14199, 18659]",[1001 1008 1002 1003 1000],[696 288 952 398   3]
821,821,6525,6291,"[820, 5280, 9740, 14200, 18660]",[1002 1008 1006 1004 1009],[873 649 498 480 494]
822,822,6525,7686,"[821, 5281, 9741, 14201, 18661]",[1005 1000 1008 1005 1009],[823 983 537 507 810]
823,823,6526,9526,"[822, 5282, 9742, 14202, 18662]",[1005 1009 1006 1009 1002],[852 983 512 623 673]
824,824,6527,6716,"[823, 5283, 9743, 14203, 18663]",[1001 1001 1003 1009 1006],[380 522 714 721 754]
825,825,6527,7181,"[824, 5284, 9744, 14204, 18664]",[1008 1009 1001 1002 1000],[455 488 501 846 878]
826,826,6528,5998,"[825, 5285, 9745, 14205, 18665]",[1005 1002 1006 1008 1006],[870 835  33 450 690]
827,827,6528,6240,"[826, 5286, 9746, 14206, 18666]",[1007 1009 1009 1003 1006],[120 358 463 756 511]
828,828,6528,7626,"[827, 5287, 9747, 14207, 18667]",[1002 1004 1003 1007 1003],[  7 163  29 430 737]
829,829,6528,7848,"[828, 5288, 9748, 14208, 18668]",[1006 1005 1002 1000 1009],[ 62 258  29 614 446]
830,830,6529,5735,"[829, 5289, 9749, 14209, 18669]",[1005 1001 1002 1003 1009],[979 987 724 270 652]
831,831,6529,5755,"[830, 5290, 9750, 14210, 18670]",[1009 1002 1002 1000 1003],[184 656 116 746 532]
832,832,6529,6898,"[831, 5291, 9751, 14211, 18671]",[1002 1009 1006 1000 1004],[264  23 457 622 430]
833,833,6529,8980,"[832, 5292, 9752, 14212, 18672]",[1006 1009 1008 1005 1009],[425 958  88 108 184]
834,834,6530,7575,"[833, 5293, 9753, 14213, 18673]",[1009 1001 1008 1003 1005],[673 247 345 845 395]
835,835,6530,9648,"[834, 5294, 9754, 14214, 18674]",[1003 1006 1000 1000 1004],[739 794 360 938 541]
836,836,6531,9860,"[835, 5295, 9755, 14215, 18675]",[1001 1005 1004 1003 1007],[150 276 499 826  40]
837,837,6532,5907,"[836, 5296, 9756, 14216, 18676]",[1008 1007 1003 1003 1005],[ 45 672 127 125 992]
838,838,6532,6827,"[837, 5297, 9757, 14217, 18677]",[1000 1008 1004 1002 1003],[868  99 378  93 722]
839,839,6532,8212,"[838, 5298, 9758, 14218, 18678]",[1006 1004 1009 1001 1005],[203 245 251 935 589]
840,840,6533,9132,"[839, 5299, 9759, 14219, 18679]",[1002 1006 1005 1008 1002],[533 112 448 766 321]
841,841,6533,9597,"[840, 5300, 9760, 14220, 18680]",[1001 1008 1005 1000 1009],[137 539 755 435  21]
842,842,6535,6989,"[841, 5301, 9761, 14221, 18681]",[1002 1002 1002 1001 1003],[451 723 472 734 601]
843,843,6535,8384,"[842, 5302, 9762, 14222, 18682]",[1004 1007 1003 1008 1006],[155 889 601 421 438]
844,844,6536,5806,"[843, 5303, 9763, 14223, 18683]",[1008 1002 1009 1005 1002],[302 808 776 881 926]
845,845,6538,8091,"[844, 5304, 9764, 14224, 18684]",[1005 1003 1001 1002 1005],[643 997 338  63 887]
846,846,6540,6656,"[845, 5305, 9765, 14225, 18685]",[1006 1000 1000 1003 1006],[471  21 194 845 345]
847,847,6540,7808,"[846, 5306, 9766, 14226, 18686]",[1009 1009 1001 1000 1007],[224 329 486 453 918]
848,848,6541,6393,"[847, 5307, 9767, 14227, 18687]",[1004 1001 1003 1007 1008],[160 293 925 609 803]
849,849,6541,7090,"[848, 5308, 9768, 14228, 18688]",[1005 1000 1006 1009 1008],[239  24 305 271  41]
850,850,6541,7323,"[849, 5309, 9769, 14229, 18689]",[1006 1004 1008 1007 1004],[ 99 307 212 605 748]
851,851,6542,6605,"[850, 5310, 9770, 14230, 18690]",[1001 1003 1007 1005 1006],[673 619 293 248 277]
852,852,6543,6352,"[851, 5311, 9771, 14231, 18691]",[1004 1003 1003 1000 1005],[940 318 803 866 896]
853,853,6544,7485,"[852, 5312, 9772, 14232, 18692]",[1009 1007 1007 1004 1001],[153 189 561 439  14]
854,854,6545,9557,"[853, 5313, 9773, 14233, 18693]",[1002 1002 1001 1005 1004],[155 624 690 229 776]
855,855,6546,8142,"[854, 5314, 9774, 14234, 18694]",[1006 1003 1009 1005 1000],[488 135 329 138 131]
856,856,6546,9759,"[855, 5315, 9775, 14235, 18695]",[1003 1007 1007 1006 1007],[634 394 344 957 233]
857,857,6548,6009,"[856, 5316, 9776, 14236, 18696]",[1005 1005 1003 1009 1006],[623 592 243 161 861]
858,858,6548,9244,"[857, 5317, 9777, 14237, 18697]",[1005 1004 1008 1005 1007],[871 488 308 150 186]
859,859,6549,5979,"[858, 5318, 9778, 14238, 18698]",[1002 1003 1000 1007 1007],[208 525 908 702 980]
860,860,6550,8051,"[859, 5319, 9779, 14239, 18699]",[1000 1005 1001 1000 1001],[102 404   2 810 727]
861,861,6551,5928,"[860, 5320, 9780, 14240, 18700]",[1002 1000 1005 1003 1002],[289 185 366 335 462]
862,862,6551,9173,"[861, 5321, 9781, 14241, 18701]",[1000 1006 1007 1004 1009],[703 642 753 972 437]
863,863,6552,8456,"[862, 5322, 9782, 14242, 18702]",[1005 1001 1000 1003 1007],[295 537 303  93  21]
864,864,6553,6575,"[863, 5323, 9783, 14243, 18703]",[1000 1008 1008 1001 1003],[807 911 757 720 154]
865,865,6553,7980,"[864, 5324, 9784, 14244, 18704]",[1004 1002 1001 1003 1001],[547  87 350 893 396]
866,866,6554,8173,"[865, 5325, 9785, 14245, 18705]",[1000 1001 1007 1002 1004],[325 279 462 642 106]
867,867,6554,8880,"[866, 5326, 9786, 14246, 18706]",[1007 1008 1001 1001 1001],[859 712 508 713 198]
868,868,6555,5847,"[867, 5327, 9787, 14247, 18707]",[1005 1002 1005 1007 1008],[756 250 581 505 352]
869,869,6555,6070,"[868, 5328, 9788, 14248, 18708]",[1002 1009 1002 1007 1005],[328  68 500 706 994]
870,870,6555,9325,"[869, 5329, 9789, 14249, 18709]",[1003 1001 1002 1008 1007],[544 530 525 640 175]
871,871,6556,9052,"[870, 5330, 9790, 14250, 18710]",[1008 1003 1006 1005 1006],[990 370 848 211 559]
872,872,6558,6464,"[871, 5331, 9791, 14251, 18711]",[1005 1007 1005 1008 1005],[311  91 525 521 700]
873,873,6559,5757,"[872, 5332, 9792, 14252, 18712]",[1009 1009 1004 1006 1004],[726 893  90 957 760]
874,874,6559,6687,"[873, 5333, 9793, 14253, 18713]",[1009 1003 1004 1004 1003],[ 69 167 881 270 963]
875,875,6559,6899,"[874, 5334, 9794, 14254, 18714]",[1009 1004 1002 1008 1005],[  4 839 636 619 237]
876,876,6560,6191,"[875, 5335, 9795, 14255, 18715]",[1004 1003 1005 1009 1000],[387 981 744 822 130]
877,877,6561,9871,"[876, 5336, 9796, 14256, 18716]",[1003 1000 1009 1001 1004],[309 905 181 441 406]
878,878,6561,9881,"[877, 5337, 9797, 14257, 18717]",[1003 1009 1008 1005 1001],[678 733  30 920 341]
879,879,6562,7758,"[878, 5338, 9798, 14258, 18718]",[1003 1004 1004 1003 1005],[634 308 249 374 508]
880,880,6563,6808,"[879, 5339, 9799, 14259, 18719]",[1000 1003 1002 1006 1001],[ 72 467  78 982 967]
881,881,6565,7465,"[880, 5340, 9800, 14260, 18720]",[1008 1007 1002 1000 1000],[249 863 123 139 205]
882,882,6565,7708,"[881, 5341, 9801, 14261, 18721]",[1002 1005 1004 1009 1004],[789 166 883 305 617]
883,883,6565,8395,"[882, 5342, 9802, 14262, 18722]",[1003 1002 1004 1008 1001],[ 94 397  41 447  59]
884,884,6565,8618,"[883, 5343, 9803, 14263, 18723]",[1009 1006 1000 1000 1006],[979 380 419 541 387]
885,885,6566,6525,"[884, 5344, 9804, 14264, 18724]",[1003 1009 1007 1004 1001],[246 634 948  56 443]
886,886,6566,6748,"[885, 5345, 9805, 14265, 18725]",[1006 1001 1001 1004 1000],[822 708  33 281 564]
887,887,6566,6980,"[886, 5346, 9806, 14266, 18726]",[1008 1002 1004 1003 1000],[107 306 427 136 205]
888,888,6566,9528,"[887, 5347, 9807, 14267, 18727]",[1000 1002 1009 1004 1006],[496 439 717 982 472]
889,889,6567,6252,"[888, 5348, 9808, 14268, 18728]",[1000 1009 1000 1000 1000],[681 710 211 866 548]
890,890,6567,8578,"[889, 5349, 9809, 14269, 18729]",[1009 1000 1007 1009 1008],[434 875  98 442 389]
891,891,6567,8820,"[890, 5350, 9810, 14270, 18730]",[1003 1001 1009 1008 1006],[755 660 205 599 476]
892,892,6568,6930,"[891, 5351, 9811, 14271, 18731]",[1004 1004 1003 1004 1005],[306 542 117 999 193]
893,893,6568,8315,"[892, 5352, 9812, 14272, 18732]",[1004 1007 1004 1000 1006],[971  89 604  18 451]
894,894,6569,7152,"[893, 5353, 9813, 14273, 18733]",[1002 1003 1007 1001 1005],[113 772 565 156  28]
895,895,6569,9457,"[894, 5354, 9814, 14274, 18734]",[1006 1004 1004 1000 1001],[773 750 753  12 494]
896,896,6570,6434,"[895, 5355, 9815, 14275, 18735]",[1009 1004 1000 1001 1003],[791  20 202 160 422]
897,897,6572,7082,"[896, 5356, 9816, 14276, 18736]",[1000 1004 1005 1008 1003],[302 933 973 612 737]
898,898,6572,7314,"[897, 5357, 9817, 14277, 18737]",[1004 1006 1000 1007 1004],[812 853 662 286 237]
899,899,6572,8012,"[898, 5358, 9818, 14278, 18738]",[1001 1007 1002 1001 1006],[542 526 890 111 842]
900,900,6573,5889,"[899, 5359, 9819, 14279, 18739]",[1006 1007 1004 1005 1009],[734 849 747 546 228]
901,901,6573,7041,"[900, 5360, 9820, 14280, 18740]",[1005 1009 1009 1002 1007],[167 466 711 320 946]
902,902,6573,7516,"[901, 5361, 9821, 14281, 18741]",[1008 1008 1008 1002 1002],[ 283  515 1000  326  579]
903,903,6573,9134,"[902, 5362, 9822, 14282, 18742]",[1006 1001 1006 1001 1002],[681 955  14 548 273]
904,904,6573,9609,"[903, 5363, 9823, 14283, 18743]",[1005 1009 1006 1005 1004],[850 402 795 609 383]
