TSP;KP;cost;rank;crowding_distance;fitness
"[  0 202 160 203 214 211 221 189 229 222 243 239  15 238 271 267 260 277
 225   1 231  10 233 237 240 245 256 195 135 268 200 199 201 139 249 148
 137 155 115  78 154 126  93  95  27  82 129 192 113 125  46 185 123  66
  63 191 120  73 193 218 144 220  87 111 107 112 264 209 140 266 226 223
 182 215 174 219  64  85 108  28 124  38  20 156  19  34  58 138 147  53
  52  48  36  54  51 270 146 141  50  35  33 179 227 234  49 165 168  31
  76  74  77  70  84 217 216  94  86  43 178 180  79  47  67  45  75 170
  90  24 207 246 250 205 252 259 261  29  11  23 116  55  57 251 186 183
 244 241 248 208 212 157 257  71  56 110 236  69 213 145 136  59 128  61
   5 143 262 242 198 197 254 196 176 206 153 167  98  72  13  96 163 230
 162 187 228 188   4 127 101  80 275 184 102 159 181 104 105  62 194 117
  89 142 152 121  81  65 106 166  88  26  21 190 164 253 171 224 210 255
 273 122 119  37  39  40  60 103  25 109 235  44 175 274 263  83  68  30
  42  41  12 133 132 114 150 151 149 265 161  32 158 172 134 118 131  14
 130  18 276  92  97 177  91 272 258 269 100  17  16 247  22 278 169   2
 232   8 204  99   3 173   7   6   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]";[0.55465976 0.94016996];75;inf;[ 24792.84823733 -33747.        ]
"[  0 189 202 160 211 243 222 203 229 238 214  10 221  15 271 267 231 260
 239 240 249 277   1 237 245 225 268 233 195 201 200 199  93 137  82 115
 139 113 135 256 148 155  95  27  78  73 154 129 126  66 193 120 220 123
 125 192 107 191  46  63 218 144 185 112 209  87 111 264 215 226 219 223
 266 140 182 174  34 124  85  20  19 141 108 156  53  38  64 147  58  28
 138  52  54 146  49  48  51  50  35 227 234  36  31 217 216 178 179 165
 180 168  33 170  76  74 270  70  84  75  77  86  79  94  90  43  67  45
  47 246  29 205 252 261  11 259 116  23  24 250 251  56 208  57 186 207
 257 244 241 242 248  55 212 157 183 213  71  72  61 110 262  69 230 236
 145  59 206 228 254 127 153 136   5 143  81 128  62 198  13 196   4  96
 275 184 181 197  89 176  65 159  80 117 166 101  98 163 162 167 187 188
 164 102  44 190 104 171 263 142 194 152 121 103  88 105  26  25 253 224
 274 122 106 210 273  42 119  37  21  60  40 114 172 109 235 158 118  32
 175 255  68  30 131 132  14  41 177  39 265  12 150 272 161 151  83 133
 149  16 134  18 269  17 247  22 232 169 258  97  91 130 276 100  99  92
 278   3 173 204   2   8   6   7 279   9]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.57764439 0.93111107];75;2.0;[ 25380.91160694 -35411.        ]
"[  0 189 202 203 160 211 221 243  10 214 222 229 239 231 225 233 260 237
 238  15 277 245 256 195 271 200 267 201 240 135  78   1 137 268  93 139
  82 115 113 154 129 249  27 123  95 125 199  73 148 192 155 191 193 220
 144 126  66 185 107  87 111 120  46 140 218 226  63 112 182  64 264  28
  19 209 147 146  54 223  49  48 266  51 174  50 219  36  35 215  34  31
 108 270  20 227 138  85  58  38 124  52 141 178 156  77  53  74 216  84
  75  33  94  90  79 234  45 165 217 180 179 168 170  76 250 252 259  70
 261  86 257 116  67  55  43  47 186  24  23 183  11  29 244 251 246 208
 242 248 212 145 157 207 205  59  56  57  72 110 213 236  61 136 153 127
 241 262 230 198 197 196 275  71 184 181 159  89  80  81  65 117 228  69
 167 128  98   4 143 163 164 254 206 188  13   5 101 162 187  62 194 166
 176 105 190 142 152 122 106 103  88  26  21  44 121  25 263  96 210 255
 119  42 253  39 171 102 104  40 235  60 172 274  41  37 175 114 161 118
 158  68 131  83 224 273 177 150 151  32  14 133 149 258  16 132 109 134
 130 265 276  30  17 272  12  22 269  91  18 247 169  92  97 173 232  99
 278   3 100   8 204   2   6   7   9 279]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.65937867 0.92127369];76;inf;[ 27472.088607 -37218.      ]
"[  0 202 160 203 211 214 222 221 229 243 239 189 271 267  15 277  10 260
 233 225 240 238 268 256 200 249 199   1 231 139  93 237  95  82 135 113
 154 195 126 201  78 245 125 115 129 120  46 137  66  73  63 185 192 191
 193 220 111 148 140 218 209 144 155 107 112  87 266 264 226 174 223  64
 215 219  38  19  27  34 124 123  20 141 156 147  58 182  53  54  52  49
  36  85  28 108 227  51  50 138 217  31 216 180 178 146 165  76  48  77
  84 270  35 234  90  79  33  75  94  23  11 179  67 168 246 250 251  43
 208 252 257 116  74  70  56  55  86  47  29  57 186 183  45 244  24 207
 248 205 212 259 241 261 157  59 242  69  71 213  72 110 236 262 228 145
 254 153  61 206 128 136  13 127   5   4 230 198 143  81  62  98 184 163
 162 187 181 197 159 176  80  89  65 275 117 167 194  96 196 152 190 188
 166 101 171 102 142 104 105 122 121 106 164 103  88  44  26  25  21 273
 274  41 210 255 170 119 253 224  42  37  39  60 114 109 172 158 118 175
  83  68  30 131  32 263  14 235  12 133 150 132  40 151 149 265 258 177
 269 134 161  18 276 232  92  97 272  91  16  99  17  22 130   3 247 204
 278   2   8   6   7   9 169 279 100 173]";"[0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.57653455 0.94129144];76;inf;[ 25352.51636905 -33541.        ]
"[  0 202   6 189 160 211 203 214 222 243 229 221 239 238  10 271 267 260
   1 277 233 225 231 237 240 245 256 249 268 135 137  15 195 201 139 148
  78  93 200 115 154 126 123 120 129  27 199  46 125  66  95  63 192  73
 220 155 144 185 191 193 218  82 107 112  87 111 266 264 140 209 226 113
 223 215 174  38  85  34  53  20  19 182  64 141 146 108  49  52  35 234
 124 147  48  58  33 219 178 165 270 217 170  77  74 179 168  70  51  86
  50  75  28  45  90 138  79  31  24 227  67 216  11 156  54  43 180 246
  36 207  76  47  29 241  84 251  94 205 261 257  56  55  57 186 250 242
 157  23 208 213  69 183 212 244  61  71 252 116 259 110 262 236 228 254
 206 153 248 136 128 145  59  13   4  72 143 230 275 197 196 127 184 176
 159   5 181  89 198  80  81  65  62 117 167  98 163 187 171 162 190  96
 101 164 188 102 166 142 194 105 104 121 152 122 103 224  88  26 263 255
 106  25  44  21  42 253 235 273  40 114 210 119 274 109 172  37  41  60
  32  39  83 158  12  30 118  14  68 175 131 161 177 133 132 150  16 151
 149 265 272 269  22  18 134  17 130 247 276  92  91 258  97  99 100 173
 204   3   8   2 232   9 169   7 279 278]";"[0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 1 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.59602416 0.9323251 ];76;2.0;[ 25851.15930672 -35188.        ]
"[  0 211 160 203  92 214  98 222 221 229 239 114 240 277 189  53  10 256
  15  80 260 245 249 231 225 271 233 237 135 126 268  27 195 137 200  28
 201 169  78 199 197  95 236 139 194 148 154  49 155 241  23 115 192 129
 170  63 252  20 266 220 264  83 123 120  46 215  33  73  66  54 232 218
  61 193 111 144 185  38 105  85  70  39 226 223 255  76  43 219  36 174
  64 243 108 208  31  87  48 180 124 250 141 168 238 146 156 107  86  19
   1  67  51 270  35 248  29 227 145 234 217  52 224 187 216 178 246 117
 205 259  74 113 267  75  34  94 235  79  77 147  47 244 228 212  90  24
  11 251 261 164  72 157  59 116  56  69  14 230 127  71 186 183  96  13
 142   5 262 163 196   7 254 110 206 133 136  55  89  62 167 128 153   4
 209 275 101  37 143 198 162 140 166 184 202 181 176  44  81 104 125 102
  21 263 190 191 121  82 159 112 273  57 188 279 182  58 106  40 119 152
 179  45  26 103  88  25 175  12  60  65 253 118  50 210 274 158  41  42
 138 109 172  68 242 161 177  30 122 130 171  17  22  18 132 150  91  84
 265 258 272 151  32 269  16 165 276 134 247   3 257  97 100 173 207  99
   6  93 204   2   8 213 278   9 149 131]";"[0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1]";[0.82867939 0.93743705];77;inf;[ 31803.6588533 -34249.       ]
"[  0 202   1 189 160 203 211 222  71 136  73 221 239  42  10 229 255 227
 271 243 267  15 240 225 233 260 268 237 231 200 195 199 201 245 249 148
 135 137  95 218 139  78  87 113 154  93 274  27  82 115 120 232  66 175
  63 193 125 230 220 191 209 107 112 234 264 266 111 226 174 223 215 144
 219 140  85 108  38  64  28 124  20  34 141 147 156  50  53 129  36  54
  52  35  33 205  48  49  51 138 217 216  31 178 179 165 168 170  75  76
  77 180  74  43  84  90  94  11 238  79 126  23  24  67  70  45  47  29
 102  86 208 207 116 252  22 259 261 246 251 257  56 186 183  57 242 157
 244  59 241 213  19 262 212 145  72  61  69 127 236 206 192  17 143 198
 153 228 122 155 128 159   5 275 196 184 181  80  89 176 197  81 248  98
  96  62 254 117 190 163 214 166  65 164 104 167 162 146 187  58 188 171
 106 194 142 224 152 121 103  88 263  44  25 105  26  21 253 235 210 123
  39 119 110  41  46 169  37 109  40 114  60 185  83 172 158 118  13 131
 277 161  32  30  68  14  12  16 130 150 151 132 177 133 273   4 149 265
 258 272 134 269 101  18 276 247 270  91  92  99  97 173 100 204   3 182
 278 256  55   2 250   8   7   6   9 279]";"[0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.58116404 0.94835236];77;inf;[ 25470.96199243 -32244.        ]
"[  0 160 203 202   1 189 222  11 214 249 243 221 172 267 239  10 260 277
 152 237 233 151 141 242 231  90  85  95 256 218 225 195 200 274 199  93
  82 129  78 139 115 148 271  98 232 126 154 113 125  27 191 171 193 120
 208 185 179  66 220  75  73  63 268 192 264 140 144 112  70 226 107  87
  64 190 245 108 111 266 223 182 210  20 174 219  38 215 124  34  52  19
 211  28   5  32 138 201 147  33  53  54  49  51  31 265  36 258 234  35
 270 180 216  67 227  50 217  76 178  68  86 170  94 135 156  45  77  84
  79  43  47 229 131 238 250 251  24  23 102 246 207 252 205  56 158 116
 261  55 259 241  57  59 186 183 248  61 213 230 236 263 254 212 128 145
 157 262 228  48 165  71 155 206 197 196  65 181  69 110  72 176 153  29
 257  13  80 136 127  81 146  89 253  58 275   6 198 184 104 167 117 142
 159 164  62 121 188 240  96 134 122 105 123 162 194 166 106 224 101  46
  25  88  42  21 187  74  39 255 103 235  26  40 209  41 114 119 175  60
 109  37 163  15 273 118   4 133  12 177 149 168  83 161  14  30 272  16
  18 276 150 269 247 137  44  22 169 130  17 132  92  97  91 100 173  99
 204   8 278   3   7   2 143 279 244   9]";"[0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 1 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1]";[0.75525832 0.94335473];77;1.2781687013840513;[ 29925.17590298 -33162.        ]
"[  0 160 189 202 211 203 222 214  10 229 271 243 239 267 277 221 238 233
 237  15   1 260 139 225 231  95 240 249 135 245 137 199 201 195 115 256
 268 126 200 148 120 155  78  93 154 129  73  82 191 220 185 113  27 123
 266 125 223 215  46  66 111 264  63 192 219 193 174 218 144 107 112 108
  87 140 209  28 226 124 182  64  38  34  20  19  85  53  54 138  49 141
 147 156  58  36  48  51  50  35  33 270  31 216 178 179 146 234 217 180
 170  76  74  70  84 165  86  94  52  79  67  77  43  45  47 246  90 250
 251 208  29  24 207 205  23 227 252 259 261  11 116  56 257  55 168 242
 213 212  75  59 186 183  71  72 110 262 248 206 153 244 128 145  69   4
 143 157 198 196  61  57 184 254 230 228 176 159  89  80 127 241  81   5
 117  13 163 164 275 167 190 197 166 101 102 181 236  65 105  98 136 188
 122 162  44  21 263 187  62 253 235 152 142 104 210 106  96 255  26 171
  25 274 194 103  88 273  37 119 121  39 224  40  42 114  60 109 172 118
 158 175  83  41  68  30 132 177 131 151 161  32  12 149 265 258  14 133
  16 269 130  17  18 276 247 134  92  22 272  91  99 150 204 278   2   3
 232 169  97   8 100 173   6   7   9 279]";"[0 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0
 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 0 1 0 0 0
 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 1 1 1 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]";[0.58589957 0.94392091];77;1.1612229802285419;[ 25592.12088304 -33058.        ]
"[  0   5  72 160 202  18 162 189 243 124 171 238  70  19  10 237 240 214
 221 260 229 208 155 225 137  45  15 200 212  44 100 277 201 249  93 192
 231 143 258 165 233 236  49 129  27 123  87  63 195 199 140  23  42  46
  95  64  73 108 144 185 126 220 120 266 218 267 146  82 209 117 219 264
 226  48  83  38 270 115  92 174   1 107 112 182 138 114 223 215 121 156
 168  76 150  34  51  36  77  28  86  65   3 234   7  58 148 103 180  79
   9 170 187  53  56  74 217  33 251 252 110  54  90  52  55 179 111  35
 116  47  31  75  94 247 241  11 246 205 127 216 256  67  43 186  88  29
  78  24  20 141 259 169  81 250 207 244   4 261 248 134  57 227 196  61
  59 176  84 242  80 139 213 273 157  69 230  50 191 275 228 254 136 206
 153 128  13 279 104 159 197 145 184 193  98  89  96 198 133 239 163 164
 113 255 188  85 166 178 263 101 274 105 271 135 183 194 142  25  41 122
 106 210  26 253  32 235  21  62 224 262 181 167 147  60  39  40 119 161
  68 257 102 149 172 158 118  16 175  30 131 151 154  14  12 125 265 132
  22 177 268  71 269 152 272  37 130 245  17 211 232 109 203 173  91  97
 204 222  99  66 278   2 190   8 276   6]";"[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0
 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0
 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]";[0.77597757 0.93835165];77;0.8387770197714581;[ 30455.27910338 -34081.        ]
"[  0 256 160  62 221 189  86 229 211 148 239 271 201 114 238  10 260 267
  99 133 277 231 204  31 225 147 182  85  11 249 268 137   5 139 143 115
 129 135  91  78 128 195   1  33  83  82  63 192 155 252 220  93 126 185
 259  95 178 266 140 222  41  35 158  73 125 136  12  87  52  19 112 245
 191 209 144 196 218 107 156  24 100  58 264  53 215  36  64 108 254  46
 123 226  39 233  54  49 188 193 157 270 227  80 179 207 165 180 150 170
 273 168  76 122 251 203  74  84  79  75 214 119  51  43  70 175  77  50
 111  29  23 243 113 237 234 278 163  56  68  57   2 257 242  94  88  26
 248  45 212 145  34 171 110  47  66  61  92  90 208  71 174  22  55 230
 228 241 276   4 205 127  59  69 250 142 272 262 274  13 181 202  89 206
 246 172  65  15 197 167  98 184 164 176 187 190 213  27  28 275 186 101
 194 159 117  96 166 106 116  25 162 103 244 104 199  38 105  21 152 224
 124   7 121 120  44 240 217  37 263 253 198 235 141  60  42 154  40 109
 219  32 118 151 200 161 138 183  48  14  81 265 258 177  30 131  20  72
 132 255 149  16 269 134 169  17 130 223 279  18   3 247 232 153 102 210
  67  97 173 261 216   9   8   6 146 236]";"[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0
 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]";[0.7827327  0.94016452];78;inf;[ 30628.10961674 -33748.        ]
