city,X,Y,items,weights,profit
874,6559.0,6687.0,"[873, 5333, 9793, 14253, 18713]",[1009. 1003. 1004. 1004. 1003.],[ 69. 167. 881. 270. 963.]
875,6559.0,6899.0,"[874, 5334, 9794, 14254, 18714]",[1009. 1004. 1002. 1008. 1005.],[  4. 839. 636. 619. 237.]
876,6560.0,6191.0,"[875, 5335, 9795, 14255, 18715]",[1004. 1003. 1005. 1009. 1000.],[387. 981. 744. 822. 130.]
877,6561.0,9871.0,"[876, 5336, 9796, 14256, 18716]",[1003. 1000. 1009. 1001. 1004.],[309. 905. 181. 441. 406.]
878,6561.0,9881.0,"[877, 5337, 9797, 14257, 18717]",[1003. 1009. 1008. 1005. 1001.],[678. 733.  30. 920. 341.]
879,6562.0,7758.0,"[878, 5338, 9798, 14258, 18718]",[1003. 1004. 1004. 1003. 1005.],[634. 308. 249. 374. 508.]
880,6563.0,6808.0,"[879, 5339, 9799, 14259, 18719]",[1000. 1003. 1002. 1006. 1001.],[ 72. 467.  78. 982. 967.]
881,6565.0,7465.0,"[880, 5340, 9800, 14260, 18720]",[1008. 1007. 1002. 1000. 1000.],[249. 863. 123. 139. 205.]
882,6565.0,7708.0,"[881, 5341, 9801, 14261, 18721]",[1002. 1005. 1004. 1009. 1004.],[789. 166. 883. 305. 617.]
883,6565.0,8395.0,"[882, 5342, 9802, 14262, 18722]",[1003. 1002. 1004. 1008. 1001.],[ 94. 397.  41. 447.  59.]
884,6565.0,8618.0,"[883, 5343, 9803, 14263, 18723]",[1009. 1006. 1000. 1000. 1006.],[979. 380. 419. 541. 387.]
885,6566.0,6525.0,"[884, 5344, 9804, 14264, 18724]",[1003. 1009. 1007. 1004. 1001.],[246. 634. 948.  56. 443.]
886,6566.0,6748.0,"[885, 5345, 9805, 14265, 18725]",[1006. 1001. 1001. 1004. 1000.],[822. 708.  33. 281. 564.]
887,6566.0,6980.0,"[886, 5346, 9806, 14266, 18726]",[1008. 1002. 1004. 1003. 1000.],[107. 306. 427. 136. 205.]
888,6566.0,9528.0,"[887, 5347, 9807, 14267, 18727]",[1000. 1002. 1009. 1004. 1006.],[496. 439. 717. 982. 472.]
889,6567.0,6252.0,"[888, 5348, 9808, 14268, 18728]",[1000. 1009. 1000. 1000. 1000.],[681. 710. 211. 866. 548.]
890,6567.0,8578.0,"[889, 5349, 9809, 14269, 18729]",[1009. 1000. 1007. 1009. 1008.],[434. 875.  98. 442. 389.]
891,6567.0,8820.0,"[890, 5350, 9810, 14270, 18730]",[1003. 1001. 1009. 1008. 1006.],[755. 660. 205. 599. 476.]
892,6568.0,6930.0,"[891, 5351, 9811, 14271, 18731]",[1004. 1004. 1003. 1004. 1005.],[306. 542. 117. 999. 193.]
893,6568.0,8315.0,"[892, 5352, 9812, 14272, 18732]",[1004. 1007. 1004. 1000. 1006.],[971.  89. 604.  18. 451.]
894,6569.0,7152.0,"[893, 5353, 9813, 14273, 18733]",[1002. 1003. 1007. 1001. 1005.],[113. 772. 565. 156.  28.]
895,6569.0,9457.0,"[894, 5354, 9814, 14274, 18734]",[1006. 1004. 1004. 1000. 1001.],[773. 750. 753.  12. 494.]
896,6570.0,6434.0,"[895, 5355, 9815, 14275, 18735]",[1009. 1004. 1000. 1001. 1003.],[791.  20. 202. 160. 422.]
897,6572.0,7082.0,"[896, 5356, 9816, 14276, 18736]",[1000. 1004. 1005. 1008. 1003.],[302. 933. 973. 612. 737.]
898,6572.0,7314.0,"[897, 5357, 9817, 14277, 18737]",[1004. 1006. 1000. 1007. 1004.],[812. 853. 662. 286. 237.]
899,6572.0,8012.0,"[898, 5358, 9818, 14278, 18738]",[1001. 1007. 1002. 1001. 1006.],[542. 526. 890. 111. 842.]
900,6573.0,5889.0,"[899, 5359, 9819, 14279, 18739]",[1006. 1007. 1004. 1005. 1009.],[734. 849. 747. 546. 228.]
901,6573.0,7041.0,"[900, 5360, 9820, 14280, 18740]",[1005. 1009. 1009. 1002. 1007.],[167. 466. 711. 320. 946.]
902,6573.0,7516.0,"[901, 5361, 9821, 14281, 18741]",[1008. 1008. 1008. 1002. 1002.],[ 283.  515. 1000.  326.  579.]
903,6573.0,9134.0,"[902, 5362, 9822, 14282, 18742]",[1006. 1001. 1006. 1001. 1002.],[681. 955.  14. 548. 273.]
904,6573.0,9609.0,"[903, 5363, 9823, 14283, 18743]",[1005. 1009. 1006. 1005. 1004.],[850. 402. 795. 609. 383.]
905,6574.0,7253.0,"[904, 5364, 9824, 14284, 18744]",[1004. 1001. 1007. 1008. 1004.],[996. 814. 659. 428. 581.]
906,6574.0,9569.0,"[905, 5365, 9825, 14285, 18745]",[1001. 1000. 1008. 1007. 1003.],[794. 786. 540. 517. 551.]
907,6575.0,9316.0,"[906, 5366, 9826, 14286, 18746]",[1003. 1008. 1005. 1001. 1001.],[ 33. 542. 939. 240. 551.]
908,6576.0,7921.0,"[907, 5367, 9827, 14287, 18747]",[1007. 1002. 1003. 1006. 1004.],[662. 483. 740. 771.  42.]
909,6577.0,6960.0,"[908, 5368, 9828, 14288, 18748]",[1007. 1004. 1004. 1008. 1003.],[654. 174. 894. 685.  90.]
910,6577.0,7203.0,"[909, 5369, 9829, 14289, 18749]",[1005. 1007. 1009. 1007. 1008.],[955. 584. 881. 949. 136.]
911,6577.0,7880.0,"[910, 5370, 9830, 14290, 18750]",[1007. 1006. 1006. 1003. 1002.],[916. 387. 563. 490. 192.]
912,6578.0,6020.0,"[911, 5371, 9831, 14291, 18751]",[1001. 1001. 1002. 1000. 1009.],[568. 487. 575. 392. 875.]
913,6578.0,7638.0,"[912, 5372, 9832, 14292, 18752]",[1002. 1004. 1007. 1000. 1001.],[429. 588. 743. 949. 475.]
914,6578.0,9255.0,"[913, 5373, 9833, 14293, 18753]",[1004. 1000. 1000. 1000. 1005.],[641. 408. 668. 516. 369.]
915,6579.0,6212.0,"[914, 5374, 9834, 14294, 18754]",[1005. 1003. 1008. 1006. 1007.],[879.  39. 394. 749. 469.]
916,6580.0,7345.0,"[915, 5375, 9835, 14295, 18755]",[1009. 1009. 1004. 1004. 1009.],[456. 507. 992. 682.  89.]
917,6580.0,8285.0,"[916, 5376, 9836, 14296, 18756]",[1007. 1008. 1006. 1004. 1002.],[888. 601. 478.  43. 269.]
918,6581.0,5950.0,"[917, 5377, 9837, 14297, 18757]",[1006. 1001. 1002. 1009. 1001.],[744. 250. 806. 969. 192.]
919,6581.0,7790.0,"[918, 5378, 9838, 14298, 18758]",[1008. 1009. 1007. 1005. 1004.],[702.  89. 916. 290. 487.]
920,6581.0,9640.0,"[919, 5379, 9839, 14299, 18759]",[1000. 1001. 1008. 1005. 1000.],[511. 745. 516. 580. 751.]
921,6582.0,6162.0,"[920, 5380, 9840, 14300, 18760]",[1007. 1001. 1006. 1007. 1004.],[252. 105. 413. 112.  46.]
922,6583.0,6354.0,"[921, 5381, 9841, 14301, 18761]",[1000. 1003. 1004. 1007. 1009.],[656. 726. 619. 179. 795.]
923,6583.0,9144.0,"[922, 5382, 9842, 14302, 18762]",[1001. 1002. 1009. 1005. 1004.],[874. 922. 546. 448. 312.]
924,6583.0,9842.0,"[923, 5383, 9843, 14303, 18763]",[1007. 1005. 1007. 1006. 1001.],[306. 328. 675. 365. 272.]
925,6584.0,6566.0,"[924, 5384, 9844, 14304, 18764]",[1008. 1009. 1003. 1005. 1007.],[346. 404. 984.  86. 654.]
926,6584.0,8417.0,"[925, 5385, 9845, 14305, 18765]",[1007. 1005. 1008. 1001. 1007.],[841. 296. 431.  31. 418.]
927,6585.0,7001.0,"[926, 5386, 9846, 14306, 18766]",[1006. 1007. 1009. 1003. 1007.],[ 66. 663. 163. 318. 303.]
928,6587.0,6728.0,"[927, 5387, 9847, 14307, 18767]",[1003. 1002. 1007. 1009. 1000.],[855. 566. 736. 692. 978.]
929,6587.0,8589.0,"[928, 5388, 9848, 14308, 18768]",[1003. 1005. 1001. 1001. 1009.],[347. 736. 182. 609.  48.]
930,6588.0,7396.0,"[929, 5389, 9849, 14309, 18769]",[1003. 1004. 1009. 1005. 1001.],[350. 666.  48. 560. 250.]
931,6589.0,5758.0,"[930, 5390, 9850, 14310, 18770]",[1004. 1001. 1005. 1002. 1003.],[581. 915. 908. 829. 498.]
932,6589.0,9003.0,"[931, 5391, 9851, 14311, 18771]",[1005. 1008. 1009. 1001. 1008.],[852. 496. 222. 194. 877.]
933,6590.0,7578.0,"[932, 5392, 9852, 14312, 18772]",[1007. 1007. 1003. 1006. 1000.],[821. 402. 263. 127. 159.]
934,6590.0,7820.0,"[933, 5393, 9853, 14313, 18773]",[1001. 1003. 1008. 1005. 1000.],[556. 271. 921. 974. 502.]
935,6590.0,9205.0,"[934, 5394, 9854, 14314, 18774]",[1007. 1000. 1006. 1004. 1000.],[252. 663. 291. 840. 802.]
936,6591.0,6405.0,"[935, 5395, 9855, 14315, 18775]",[1004. 1006. 1006. 1007. 1004.],[861. 558. 466. 221. 331.]
937,6591.0,6880.0,"[936, 5396, 9856, 14316, 18776]",[1004. 1000. 1006. 1009. 1009.],[253. 836. 629.  97. 163.]
938,6591.0,8023.0,"[937, 5397, 9857, 14317, 18777]",[1002. 1003. 1007. 1009. 1003.],[297. 987. 715. 978. 213.]
939,6596.0,6304.0,"[938, 5398, 9858, 14318, 18778]",[1009. 1005. 1008. 1009. 1007.],[826. 332. 853. 476. 500.]
940,6596.0,8619.0,"[939, 5399, 9859, 14319, 18779]",[1001. 1001. 1002. 1004. 1002.],[540. 554. 101. 553. 191.]
941,6596.0,8832.0,"[940, 5400, 9860, 14320, 18780]",[1001. 1007. 1002. 1005. 1002.],[363.  29. 149. 673. 796.]
942,6596.0,9297.0,"[941, 5401, 9861, 14321, 18781]",[1008. 1009. 1003. 1009. 1008.],[735. 478. 851. 821. 513.]
943,6597.0,5809.0,"[942, 5402, 9862, 14322, 18782]",[1005. 1001. 1007. 1004. 1000.],[549. 917. 669. 434. 509.]
944,6597.0,7659.0,"[943, 5403, 9863, 14323, 18783]",[1007. 1005. 1005. 1008. 1006.],[280. 503. 961. 670.  96.]
945,6597.0,9752.0,"[944, 5404, 9864, 14324, 18784]",[1008. 1009. 1007. 1009. 1006.],[955.  94. 589. 748. 499.]
946,6599.0,6456.0,"[945, 5405, 9865, 14325, 18785]",[1002. 1005. 1008. 1006. 1004.],[560. 304. 792. 918. 451.]
947,6599.0,6678.0,"[946, 5406, 9866, 14326, 18786]",[1006. 1001. 1003. 1003. 1004.],[772. 880. 478. 346. 947.]
948,6599.0,7851.0,"[947, 5407, 9867, 14327, 18787]",[1000. 1008. 1007. 1000. 1002.],[729.  59. 737. 687. 781.]
949,6599.0,9701.0,"[948, 5408, 9868, 14328, 18788]",[1006. 1002. 1009. 1007. 1006.],[576. 833. 517. 391. 725.]
950,6600.0,6436.0,"[949, 5409, 9869, 14329, 18789]",[1008. 1009. 1009. 1001. 1002.],[505.  92. 155. 579. 618.]
951,6600.0,6901.0,"[950, 5410, 9870, 14330, 18790]",[1007. 1000. 1006. 1004. 1007.],[120. 627. 613. 904.  80.]
952,6600.0,8518.0,"[951, 5411, 9871, 14331, 18791]",[1000. 1006. 1008. 1000. 1003.],[791. 887. 379. 190. 583.]
953,6601.0,6638.0,"[952, 5412, 9872, 14332, 18792]",[1002. 1001. 1002. 1006. 1006.],[721. 106. 616. 628. 793.]
954,6602.0,6153.0,"[953, 5413, 9873, 14333, 18793]",[1002. 1003. 1005. 1009. 1005.],[ 97. 926. 311. 364. 435.]
955,6602.0,7093.0,"[954, 5414, 9874, 14334, 18794]",[1003. 1007. 1008. 1008. 1007.],[229. 984. 458. 505. 335.]
956,6602.0,8235.0,"[955, 5415, 9875, 14335, 18795]",[1001. 1008. 1000. 1002. 1001.],[343. 491. 455. 155. 492.]
957,6604.0,7740.0,"[956, 5416, 9876, 14336, 18796]",[1003. 1001. 1006. 1004. 1001.],[302. 103. 282. 820. 783.]
958,6605.0,8640.0,"[957, 5417, 9877, 14337, 18797]",[1003. 1000. 1003. 1004. 1003.],[688. 303. 440. 829. 215.]
959,6605.0,8872.0,"[958, 5418, 9878, 14338, 18798]",[1006. 1006. 1008. 1008. 1003.],[928. 955. 157. 228. 367.]
960,6605.0,9792.0,"[959, 5419, 9879, 14339, 18799]",[1006. 1008. 1003. 1008. 1001.],[ 16. 204. 510. 644. 656.]
961,6606.0,8377.0,"[960, 5420, 9880, 14340, 18800]",[1007. 1007. 1003. 1006. 1003.],[ 42. 306. 472. 403. 288.]
962,6607.0,6497.0,"[961, 5421, 9881, 14341, 18801]",[1006. 1000. 1003. 1004. 1005.],[618. 725. 998. 193. 186.]
963,6607.0,8134.0,"[962, 5422, 9882, 14342, 18802]",[1009. 1006. 1006. 1007. 1006.],[512. 496. 738. 130. 173.]
964,6608.0,6244.0,"[963, 5423, 9883, 14343, 18803]",[1009. 1001. 1009. 1007. 1004.],[552. 408. 549. 836. 587.]
965,6608.0,7417.0,"[964, 5424, 9884, 14344, 18804]",[1004. 1000. 1000. 1006. 1007.],[272. 699. 205. 512. 522.]
966,6608.0,8104.0,"[965, 5425, 9885, 14345, 18805]",[1002. 1003. 1005. 1003. 1002.],[820. 181.  96. 482. 335.]
967,6609.0,5991.0,"[966, 5426, 9886, 14346, 18806]",[1004. 1003. 1003. 1009. 1004.],[718. 288. 311. 207. 243.]
968,6609.0,8317.0,"[967, 5427, 9887, 14347, 18807]",[1006. 1007. 1007. 1000. 1001.],[113. 511. 833. 501. 208.]
969,6611.0,7336.0,"[968, 5428, 9888, 14348, 18808]",[1005. 1003. 1008. 1006. 1004.],[999. 480. 449. 900. 531.]
970,6612.0,7781.0,"[969, 5429, 9889, 14349, 18809]",[1000. 1007. 1001. 1004. 1002.],[779. 603. 939. 734. 551.]
971,6612.0,9621.0,"[970, 5430, 9890, 14350, 18810]",[1007. 1005. 1008. 1000. 1001.],[494. 842. 699. 577. 934.]
972,6613.0,6598.0,"[971, 5431, 9891, 14351, 18811]",[1006. 1000. 1004. 1001. 1006.],[208. 673.  11. 479. 273.]
973,6613.0,7983.0,"[972, 5432, 9892, 14352, 18812]",[1003. 1003. 1007. 1004. 1003.],[271. 630. 785.  24. 675.]
974,6614.0,7730.0,"[973, 5433, 9893, 14353, 18813]",[1006. 1009. 1005. 1000. 1003.],[841. 438. 251. 680. 545.]
975,6615.0,6083.0,"[974, 5434, 9894, 14354, 18814]",[1006. 1006. 1003. 1009. 1001.],[558. 603. 879. 238. 129.]
976,6615.0,6548.0,"[975, 5435, 9895, 14355, 18815]",[1005. 1009. 1003. 1003. 1000.],[913. 323. 435. 729. 374.]
977,6616.0,7458.0,"[976, 5436, 9896, 14356, 18816]",[1002. 1001. 1006. 1009. 1002.],[435. 294. 276. 993. 636.]
978,6616.0,7923.0,"[977, 5437, 9897, 14357, 18817]",[1000. 1008. 1007. 1008. 1004.],[882. 902. 830. 527. 841.]
979,6617.0,6275.0,"[978, 5438, 9898, 14358, 18818]",[1008. 1004. 1005. 1007. 1009.],[292. 553. 654. 208. 516.]
980,6617.0,6730.0,"[979, 5439, 9899, 14359, 18819]",[1008. 1007. 1008. 1002. 1009.],[182. 180. 943. 132. 117.]
981,6617.0,7892.0,"[980, 5440, 9900, 14360, 18820]",[1004. 1008. 1000. 1003. 1001.],[502. 691. 490. 133. 323.]
982,6617.0,9520.0,"[981, 5441, 9901, 14361, 18821]",[1002. 1008. 1003. 1004. 1005.],[504. 335. 910. 791. 146.]
983,6618.0,6012.0,"[982, 5442, 9902, 14362, 18822]",[1008. 1004. 1003. 1000. 1009.],[250. 881. 677. 617. 329.]
984,6619.0,8539.0,"[983, 5443, 9903, 14363, 18823]",[1008. 1009. 1001. 1009. 1007.],[871. 473. 858. 789. 112.]
985,6620.0,6912.0,"[984, 5444, 9904, 14364, 18824]",[1009. 1006. 1006. 1000. 1005.],[280. 113. 261. 757. 454.]
986,6620.0,7144.0,"[985, 5445, 9905, 14365, 18825]",[1003. 1000. 1002. 1007. 1002.],[492. 158. 460. 291. 949.]
987,6620.0,7367.0,"[986, 5446, 9906, 14366, 18826]",[1005. 1001. 1000. 1003. 1001.],[803. 526. 957. 105. 483.]
988,6620.0,7832.0,"[987, 5447, 9907, 14367, 18827]",[1002. 1005. 1004. 1000. 1001.],[ 97. 551.  38. 762. 908.]
989,6621.0,6881.0,"[988, 5448, 9908, 14368, 18828]",[1005. 1006. 1005. 1001. 1008.],[889. 957. 537. 339. 133.]
990,6621.0,8954.0,"[989, 5449, 9909, 14369, 18829]",[1002. 1000. 1008. 1007. 1001.],[  6. 240. 919. 853. 386.]
991,6622.0,6164.0,"[990, 5450, 9910, 14370, 18830]",[1000. 1002. 1001. 1000. 1006.],[ 60. 107. 206. 821. 479.]
992,6622.0,7549.0,"[991, 5451, 9911, 14371, 18831]",[1004. 1002. 1008. 1008. 1003.],[401. 103. 533.  33. 246.]
993,6622.0,8469.0,"[992, 5452, 9912, 14372, 18832]",[1008. 1002. 1001. 1009. 1001.],[ 74. 489.  45. 435. 890.]
994,6622.0,9864.0,"[993, 5453, 9913, 14373, 18833]",[1008. 1002. 1006. 1009. 1005.],[577. 863. 773. 113. 556.]
995,6623.0,6841.0,"[994, 5454, 9914, 14374, 18834]",[1007. 1005. 1002. 1000. 1000.],[438. 949. 652. 783. 524.]
996,6623.0,7064.0,"[995, 5455, 9915, 14375, 18835]",[1001. 1000. 1002. 1005. 1007.],[344. 697. 737. 710. 501.]
997,6624.0,9369.0,"[996, 5456, 9916, 14376, 18836]",[1007. 1004. 1004. 1008. 1002.],[280. 646. 616. 643.  19.]
998,6625.0,7256.0,"[997, 5457, 9917, 14377, 18837]",[1009. 1001. 1001. 1005. 1006.],[466.  38.  71. 279. 215.]
999,6625.0,8631.0,"[998, 5458, 9918, 14378, 18838]",[1005. 1003. 1005. 1005. 1008.],[248. 643. 588. 867. 612.]
1000,6626.0,9075.0,"[999, 5459, 9919, 14379, 18839]",[1000. 1004. 1008. 1009. 1005.],[806. 716. 921.   3. 821.]
1001,6626.0,9308.0,"[1000, 5460, 9920, 14380, 18840]",[1002. 1004. 1007. 1003. 1007.],[562. 889. 391. 612. 573.]
1002,6627.0,9278.0,"[1001, 5461, 9921, 14381, 18841]",[1007. 1009. 1003. 1009. 1006.],[256. 450. 814. 688. 507.]
1003,6628.0,7873.0,"[1002, 5462, 9922, 14382, 18842]",[1000. 1006. 1002. 1008. 1007.],[ 22. 592. 444. 357. 722.]
1004,6630.0,6205.0,"[1003, 5463, 9923, 14383, 18843]",[1004. 1003. 1005. 1001. 1005.],[656. 361. 821. 302. 328.]
1005,6631.0,8277.0,"[1004, 5464, 9924, 14384, 18844]",[1007. 1008. 1001. 1002. 1007.],[ 88.  64. 763.  56. 752.]
1006,6631.0,9197.0,"[1005, 5465, 9925, 14385, 18845]",[1005. 1003. 1005. 1000. 1006.],[563. 673. 474.  86. 615.]
1007,6632.0,9632.0,"[1006, 5466, 9926, 14386, 18846]",[1000. 1001. 1008. 1004. 1004.],[ 847.  861. 1000.  317.   92.]
1008,6634.0,8429.0,"[1007, 5467, 9927, 14387, 18847]",[1005. 1009. 1006. 1009. 1001.],[371. 653. 782. 768. 356.]
1009,6635.0,6326.0,"[1008, 5468, 9928, 14388, 18848]",[1004. 1005. 1004. 1006. 1000.],[995. 276. 101. 980. 647.]
1010,6635.0,9116.0,"[1009, 5469, 9929, 14389, 18849]",[1009. 1001. 1001. 1001. 1007.],[358.  60. 255. 118. 680.]
1011,6635.0,9571.0,"[1010, 5470, 9930, 14390, 18850]",[1002. 1002. 1005. 1000. 1006.],[192. 225. 593. 404. 193.]
1012,6636.0,6306.0,"[1011, 5471, 9931, 14391, 18851]",[1005. 1001. 1002. 1004. 1001.],[256. 773. 337.  11. 633.]
1013,6636.0,8854.0,"[1012, 5472, 9932, 14392, 18852]",[1001. 1008. 1007. 1000. 1007.],[994. 663. 644. 829. 542.]
1014,6637.0,6043.0,"[1013, 5473, 9933, 14393, 18853]",[1007. 1003. 1000. 1005. 1004.],[910. 166. 751. 422. 922.]
1015,6637.0,8358.0,"[1014, 5474, 9934, 14394, 18854]",[1009. 1002. 1003. 1008. 1008.],[356. 267. 798. 446. 457.]
1016,6638.0,6963.0,"[1015, 5475, 9935, 14395, 18855]",[1001. 1000. 1008. 1004. 1008.],[184. 673. 987. 921.  18.]
1017,6638.0,7408.0,"[1016, 5476, 9936, 14396, 18856]",[1002. 1000. 1001. 1000. 1007.],[480. 405. 283. 484. 364.]
1018,6638.0,9966.0,"[1017, 5477, 9937, 14397, 18857]",[1004. 1004. 1005. 1005. 1000.],[490. 916. 333. 897. 459.]
1019,6639.0,9713.0,"[1018, 5478, 9938, 14398, 18858]",[1008. 1004. 1003. 1005. 1004.],[229. 403.  92. 345. 353.]
1020,6640.0,7600.0,"[1019, 5479, 9939, 14399, 18859]",[1005. 1007. 1009. 1000. 1004.],[952. 307. 179. 953. 377.]
1021,6640.0,8308.0,"[1020, 5480, 9940, 14400, 18860]",[1009. 1001. 1006. 1001. 1009.],[568. 556. 582. 148. 328.]
1022,6640.0,8995.0,"[1021, 5481, 9941, 14401, 18861]",[1002. 1007. 1007. 1007. 1002.],[811. 724. 406. 623. 452.]
1023,6642.0,6852.0,"[1022, 5482, 9942, 14402, 18862]",[1002. 1007. 1006. 1001. 1005.],[ 89.  38. 871. 954. 406.]
1024,6643.0,7994.0,"[1023, 5483, 9943, 14403, 18863]",[1000. 1002. 1007. 1002. 1001.],[364. 463. 116. 347. 564.]
1025,6644.0,6124.0,"[1024, 5484, 9944, 14404, 18864]",[1002. 1004. 1005. 1005. 1008.],[420. 445. 146.  16.  78.]
1026,6644.0,6357.0,"[1025, 5485, 9945, 14405, 18865]",[1001. 1007. 1006. 1007. 1001.],[139. 104. 887.  24. 969.]
1027,6644.0,6812.0,"[1026, 5486, 9946, 14406, 18866]",[1001. 1004. 1005. 1001. 1001.],[527. 537. 673. 964. 303.]
1028,6644.0,7044.0,"[1027, 5487, 9947, 14407, 18867]",[1006. 1004. 1004. 1001. 1002.],[364. 202. 258. 376. 476.]
1029,6645.0,6326.0,"[1028, 5488, 9948, 14408, 18868]",[1006. 1001. 1009. 1006. 1007.],[622. 138. 658. 368. 345.]
1030,6646.0,6761.0,"[1029, 5489, 9949, 14409, 18869]",[1007. 1008. 1006. 1009. 1006.],[943. 970. 451. 344. 614.]
1031,6647.0,9531.0,"[1030, 5490, 9950, 14410, 18870]",[1005. 1003. 1007. 1000. 1002.],[481. 787. 807. 561. 524.]
1032,6649.0,7631.0,"[1031, 5491, 9951, 14411, 18871]",[1004. 1004. 1003. 1008. 1007.],[731. 701. 978. 405.  11.]
1033,6651.0,6428.0,"[1032, 5492, 9952, 14412, 18872]",[1001. 1000. 1007. 1000. 1002.],[ 39. 272. 766. 730. 120.]
1034,6651.0,7125.0,"[1033, 5493, 9953, 14413, 18873]",[1005. 1001. 1004. 1006. 1009.],[ 95. 391. 468.  25. 689.]
1035,6653.0,7773.0,"[1034, 5494, 9954, 14414, 18874]",[1009. 1001. 1004. 1002. 1006.],[338.  29. 993. 808. 155.]
1036,6653.0,8470.0,"[1035, 5495, 9955, 14415, 18875]",[1003. 1009. 1009. 1009. 1003.],[172. 945. 396. 134. 827.]
1037,6654.0,7510.0,"[1036, 5496, 9956, 14416, 18876]",[1009. 1001. 1009. 1007. 1000.],[350. 548. 675. 674. 410.]
1038,6654.0,7752.0,"[1037, 5497, 9957, 14417, 18877]",[1006. 1006. 1004. 1009. 1006.],[634. 126.  71. 902. 301.]
1039,6654.0,8895.0,"[1038, 5498, 9958, 14418, 18878]",[1008. 1001. 1006. 1005. 1003.],[687. 794. 577. 776. 784.]
1040,6655.0,8652.0,"[1039, 5499, 9959, 14419, 18879]",[1005. 1009. 1007. 1009. 1003.],[446. 114. 210. 637. 363.]
1041,6657.0,6742.0,"[1040, 5500, 9960, 14420, 18880]",[1002. 1006. 1009. 1009. 1008.],[398. 151. 888. 780. 532.]
1042,6657.0,7682.0,"[1041, 5501, 9961, 14421, 18881]",[1007. 1001. 1002. 1002. 1002.],[221. 552. 891. 491. 426.]
1043,6657.0,8612.0,"[1042, 5502, 9962, 14422, 18882]",[1004. 1009. 1007. 1004. 1007.],[935. 569. 328. 481. 249.]
1044,6659.0,6711.0,"[1043, 5503, 9963, 14423, 18883]",[1007. 1006. 1008. 1003. 1000.],[223. 670. 720. 586. 235.]
1045,6660.0,9916.0,"[1044, 5504, 9964, 14424, 18884]",[1003. 1006. 1000. 1002. 1004.],[683. 492. 788. 206. 543.]
1046,6661.0,6651.0,"[1045, 5505, 9965, 14425, 18885]",[1003. 1006. 1004. 1009. 1007.],[ 98. 463.  95. 712. 504.]
1047,6661.0,8511.0,"[1046, 5506, 9966, 14426, 18886]",[1009. 1000. 1002. 1006. 1008.],[493.  40. 301. 199. 122.]
1048,6663.0,6610.0,"[1047, 5507, 9967, 14427, 18887]",[1006. 1009. 1001. 1005. 1008.],[ 34. 229. 995. 753. 148.]
1049,6663.0,6843.0,"[1048, 5508, 9968, 14428, 18888]",[1000. 1005. 1000. 1003. 1002.],[106. 734. 611. 945. 836.]
1050,6663.0,7308.0,"[1049, 5509, 9969, 14429, 18889]",[1001. 1005. 1004. 1007. 1005.],[947. 856. 264. 789. 755.]
1051,6663.0,9633.0,"[1050, 5510, 9970, 14430, 18890]",[1000. 1007. 1007. 1008. 1004.],[674.  24. 399. 784. 700.]
1052,6664.0,7278.0,"[1051, 5511, 9971, 14431, 18891]",[1000. 1004. 1000. 1005. 1004.],[931. 888. 532. 721. 810.]
1053,6664.0,8430.0,"[1052, 5512, 9972, 14432, 18892]",[1005. 1000. 1004. 1009. 1006.],[150. 501. 296. 295. 554.]
1054,6664.0,9370.0,"[1053, 5513, 9973, 14433, 18893]",[1000. 1000. 1002. 1005. 1007.],[398. 739. 594. 933.  53.]
1055,6665.0,7712.0,"[1054, 5514, 9974, 14434, 18894]",[1009. 1007. 1008. 1009. 1006.],[621. 773. 136. 842. 205.]
1056,6666.0,9775.0,"[1055, 5515, 9975, 14435, 18895]",[1003. 1006. 1008. 1001. 1008.],[446. 523. 644. 129. 556.]
1057,6667.0,6995.0,"[1056, 5516, 9976, 14436, 18896]",[1005. 1001. 1001. 1008. 1001.],[383.  55. 682. 195. 931.]
1058,6667.0,8147.0,"[1057, 5517, 9977, 14437, 18897]",[1001. 1001. 1008. 1003. 1001.],[455. 703. 540. 485. 665.]
1059,6667.0,9997.0,"[1058, 5518, 9978, 14438, 18898]",[1005. 1005. 1009. 1003. 1009.],[125.   5. 258. 368. 845.]
1060,6668.0,6489.0,"[1059, 5519, 9979, 14439, 18899]",[1006. 1009. 1002. 1002. 1006.],[485. 828. 903. 259. 624.]
1061,6669.0,6004.0,"[1060, 5520, 9980, 14440, 18900]",[1003. 1007. 1001. 1001. 1009.],[778. 328. 640. 302. 493.]
1062,6669.0,8562.0,"[1061, 5521, 9981, 14441, 18901]",[1000. 1000. 1001. 1006. 1002.],[883. 912. 375. 483. 843.]
1063,6669.0,9259.0,"[1062, 5522, 9982, 14442, 18902]",[1009. 1003. 1006. 1005. 1008.],[282. 142. 395. 964. 676.]
1064,6670.0,6216.0,"[1063, 5523, 9983, 14443, 18903]",[1002. 1005. 1000. 1007. 1009.],[881. 900. 123.  91. 505.]
1065,6670.0,6459.0,"[1064, 5524, 9984, 14444, 18904]",[1002. 1000. 1008. 1009. 1001.],[686.  12. 943.  94. 644.]
1066,6670.0,7146.0,"[1065, 5525, 9985, 14445, 18905]",[1001. 1002. 1002. 1004. 1003.],[ 73. 203. 877.  41.  27.]
1067,6670.0,9472.0,"[1066, 5526, 9986, 14446, 18906]",[1001. 1008. 1004. 1008. 1002.],[721. 241. 866. 731. 111.]
